condition,mapping,gc_threshold,workload,repetition,read_iops,write_iops,total_iops,read_bw_mib_s,write_bw_mib_s,total_bw_mib_s,read_p99_us,write_p99_us,worst_p99_us,read_p999_us,write_p999_us,worst_p999_us,host_write_pages,gc_write_pages,waf
page-gc90,page,90,randread-4k-qd1,1,25796.436726,0.0,25796.436726,100.76733016967773,0.0,100.76733016967773,52.48,0.0,52.48,73.216,0.0,73.216,0,0,1.0
page-gc90,page,90,randread-4k-qd1,2,25259.42901,0.0,25259.42901,98.66964435577393,0.0,98.66964435577393,52.992,0.0,52.992,66.048,0.0,66.048,0,0,1.0
page-gc90,page,90,randread-4k-qd1,3,25680.688655,0.0,25680.688655,100.31518936157227,0.0,100.31518936157227,51.968,0.0,51.968,63.744,0.0,63.744,0,0,1.0
page-gc90,page,90,randread-4k-qd32,1,261533.707772,0.0,261533.707772,1021.6181287765503,0.0,1021.6181287765503,216.064,0.0,216.064,259.072,0.0,259.072,0,0,1.0
page-gc90,page,90,randread-4k-qd32,2,257276.295395,0.0,257276.295395,1004.9875469207764,0.0,1004.9875469207764,228.352,0.0,228.352,284.672,0.0,284.672,0,0,1.0
page-gc90,page,90,randread-4k-qd32,3,254140.58099,0.0,254140.58099,992.7387275695801,0.0,992.7387275695801,226.304,0.0,226.304,284.672,0.0,284.672,0,0,1.0
page-gc90,page,90,randrw30-4k-qd32,1,51783.270279,120768.837186,172552.107465,202.27904987335205,471.7547016143799,674.0337514877319,259.072,284.672,284.672,2736.128,2834.432,2834.432,8403534,101616,1.0120920555566266
page-gc90,page,90,randrw30-4k-qd32,2,51474.708755,120045.865902,171520.57465700002,201.07347106933594,468.9307909011841,670.00426197052,264.192,288.768,288.768,2736.128,2801.664,2801.664,8421170,101230,1.0120208949587766
page-gc90,page,90,randrw30-4k-qd32,3,51297.695038,119631.572807,170929.267845,200.38188076019287,467.3125886917114,667.6944694519043,268.288,305.152,305.152,2736.128,2801.664,2801.664,8414529,101004,1.012003523904903
page-gc90,page,90,randrw70-4k-qd32,1,157073.965434,67306.078232,224380.043666,613.5713491439819,262.91527938842773,876.4866285324097,280.576,333.824,333.824,370.688,456.704,456.704,4723917,55068,1.0116572750960697
page-gc90,page,90,randrw70-4k-qd32,2,158739.087682,68026.049566,226765.137248,620.0754070281982,265.7279930114746,885.8034000396729,284.672,342.016,342.016,387.072,485.376,485.376,4820253,60958,1.0126462241712209
